10744;26;62;
15760;30;62;
20766;32;62;
25772;33;62;
30778;34;62;
35826;2147483647;2147483647;
40832;35;62;
45839;36;62;
50845;37;62;
55851;38;62;
60857;38;62;
65863;39;62;
70870;39;62;
75877;39;62;
80883;40;62;
85889;40;62;
90895;41;62;
95902;41;62;
100909;41;62;
105915;42;62;
110921;42;62;
115927;42;62;
120935;42;62;
125941;51;63;
130947;51;62;
135953;50;62;
140960;49;62;
145966;50;62;
150972;48;62;
155979;48;62;
160985;48;62;
165992;48;62;
170998;48;62;
176004;49;62;
181010;50;62;
186018;45;62;
191025;45;62;
196031;45;62;
201039;46;62;
206046;46;62;
211053;46;62;
216059;46;62;
221065;46;62;
226071;46;62;
231077;46;62;
236083;47;62;
241089;47;62;
246095;47;62;
251101;47;62;
256107;47;62;
261114;47;62;
266121;47;62;
271128;47;62;
276135;47;62;
281142;47;62;
286149;48;62;
291156;47;62;
296162;48;62;
301168;48;62;
306174;48;62;
311180;48;62;
316188;48;62;
321194;48;62;
326202;48;62;
331208;48;62;
336215;48;62;
341223;48;62;
346229;49;62;
351237;48;62;
356244;49;62;
361252;49;62;
366259;49;62;
371266;49;62;
376272;49;62;
381280;49;62;
386286;49;62;
391293;49;62;
396299;49;62;
401307;49;62;
406314;49;62;
411321;49;62;
416327;49;62;
421334;49;62;
426340;49;62;
431347;49;62;
436354;50;62;
441361;50;62;
446367;50;62;
451374;50;62;
456381;50;62;
461387;50;62;
466395;50;62;
471401;51;62;
476408;51;62;
481415;51;62;
486421;52;62;
491427;52;62;
496433;53;62;
501439;54;62;
506445;55;62;
511451;56;62;
516458;57;62;
521465;57;62;
526472;50;62;
531480;50;62;
536486;50;62;
541493;50;62;
546500;50;62;
551506;50;62;
556514;50;62;
561520;50;62;
566527;50;62;
571535;50;62;
576542;50;62;
581549;50;62;
586556;50;62;
591562;50;62;
596570;50;62;
601577;50;62;
606584;50;62;
611591;50;62;
616598;50;62;
621604;50;62;
626611;50;62;
631618;50;62;
636625;50;62;
641631;50;62;
646637;50;62;
651643;50;62;
656650;50;62;
661656;50;62;
666662;50;62;
671668;50;62;
676674;50;62;
681680;50;62;
686686;50;62;
691692;50;62;
696700;50;62;
701707;50;62;
706713;50;62;
711719;50;62;
716725;50;62;
721731;50;62;
726737;50;62;
731744;50;62;
736750;50;62;
741756;50;62;
746763;50;62;
751769;50;62;
756776;50;62;
761783;50;62;
766789;50;62;
771796;50;62;
776803;50;62;
781810;50;62;
786816;50;62;
791822;50;62;
796829;50;62;
801835;50;62;
806842;51;62;
811849;50;62;
816857;51;62;
821863;50;62;
826870;50;62;
831876;50;62;
836883;50;62;
841889;50;62;
846896;50;62;
851903;50;62;
856910;50;62;
861918;50;62;
866926;50;62;
871932;50;62;
876939;50;62;
881945;50;62;
886952;50;62;
891960;51;62;
896967;50;62;
901974;50;62;
906981;50;62;
911988;50;62;
916994;50;62;
922002;50;62;
927009;50;62;
932016;51;62;
937023;51;62;
942029;50;62;
947037;51;62;
952044;51;62;
957051;51;62;
962058;51;62;
967065;51;62;
972071;51;62;
977078;51;62;
982084;51;62;
987091;51;62;
992098;51;62;
997105;51;62;
1002111;51;62;
1007118;51;62;
1012125;51;62;
1017132;51;62;
1022139;51;62;
1027146;51;62;
1032153;51;62;
1037160;50;62;
1042168;51;62;
1047175;50;62;
1052181;50;62;
1057188;50;62;
1062196;51;62;
1067203;51;62;
1072210;51;62;
1077216;50;62;
1082224;51;62;
1087231;51;62;
1092237;50;62;
1097244;50;62;
1102251;50;62;
1107258;50;62;
1112265;50;62;
1117272;50;62;
1122279;50;62;
1127286;50;62;
1132293;50;62;
1137301;50;62;
1142307;50;62;
1147314;50;62;
1152321;50;62;
1157327;50;62;
1162334;50;62;
1167341;50;62;
1172348;50;62;
1177355;50;62;
1182362;50;62;
1187369;50;62;
1192376;50;62;
1197384;50;62;
1202391;50;62;
1207398;50;62;
1212406;51;62;
1217413;50;62;
1222419;50;62;
1227427;50;62;
1232433;50;62;
1237440;50;62;
1242447;50;62;
1247455;50;62;
1252461;50;62;
1257469;50;62;
1262476;50;62;
1267482;50;62;
1272490;50;62;
1277497;50;62;
1282503;50;62;
1287510;50;62;
1292518;51;62;
1297525;51;62;
1302532;51;62;
1307539;51;62;
1312546;51;62;
1317553;51;62;
1322560;51;62;
1327567;51;62;
1332574;50;62;
1337581;51;62;
1342588;51;62;
1347595;51;62;
1352602;51;62;
1357619;52;64;
1362625;51;62;
1367631;51;62;
1372637;51;62;
1377643;51;62;
1382649;51;62;
1387655;51;62;
1392661;51;62;
1397667;51;62;
1402673;51;62;
1407679;51;62;
1412685;51;62;
1417691;51;62;
1422697;51;62;
1427703;51;62;
1432709;51;62;
1437715;51;62;
1442721;51;62;
1447727;51;62;
1452733;51;62;
1457739;51;62;
1462745;51;62;
1467751;51;62;
1472757;51;62;
1477763;51;62;
1482769;51;62;
1487775;51;62;
1492781;51;62;
1497787;51;62;
1502793;51;62;
1507800;51;62;
1512806;51;62;
