10746;96;21;
15759;99;21;
20765;99;21;
25772;99;21;
30780;99;21;
35787;99;22;
40794;99;22;
45801;99;22;
50807;99;22;
55814;99;22;
60820;99;22;
65827;99;22;
70834;99;23;
75841;99;23;
80849;99;23;
85856;99;23;
90863;99;23;
95870;99;23;
100877;99;24;
105884;99;24;
110890;99;24;
115898;99;24;
120905;99;25;
125912;99;25;
130918;99;25;
135924;99;26;
140931;99;26;
145938;99;26;
150946;99;26;
155952;99;26;
160960;99;27;
165967;99;27;
172528;2147483647;2147483647;
178541;2147483647;2147483647;
183548;99;28;
188554;99;28;
193560;99;29;
198566;99;29;
203572;99;29;
208578;99;29;
213585;99;30;
218592;99;30;
223598;99;30;
228605;99;31;
233612;99;31;
238618;99;31;
243626;99;31;
248632;99;32;
253638;99;32;
258644;99;32;
263650;99;32;
268656;99;33;
273664;99;33;
278670;99;33;
283677;99;33;
288685;99;34;
293691;99;34;
298697;99;34;
303703;99;34;
308710;99;34;
313718;99;35;
318724;99;35;
323730;99;35;
330064;2147483647;2147483647;
336488;2147483647;2147483647;
341494;99;36;
346502;99;36;
351510;99;36;
356558;2147483647;2147483647;
361565;99;36;
366571;99;36;
371579;99;37;
376586;99;37;
381592;99;37;
386600;99;37;
391606;99;37;
396614;99;37;
401621;99;37;
406628;99;38;
411635;99;38;
416641;99;38;
421647;99;38;
426654;99;38;
431661;99;38;
436667;99;39;
441674;99;39;
446681;99;39;
451689;99;39;
456696;99;39;
461703;99;39;
466710;99;39;
471716;99;40;
476724;99;40;
481731;99;40;
486738;99;40;
491744;99;40;
496750;99;40;
501756;99;40;
506762;99;41;
511770;99;41;
516777;99;41;
521784;99;41;
526837;2147483647;2147483647;
531843;99;41;
536849;99;41;
541855;99;41;
546862;99;42;
551869;99;42;
556875;99;42;
561882;99;42;
566889;99;42;
571896;99;42;
576903;97;42;
581909;96;42;
586915;95;42;
591922;94;43;
596928;93;43;
601934;2147483647;2147483647;
606941;90;43;
611947;90;43;
616954;89;43;
621960;88;43;
626966;88;43;
631973;87;44;
636979;2147483647;2147483647;
641985;86;44;
646992;85;44;
651998;85;44;
657005;85;44;
662011;84;44;
667019;84;44;
672025;83;44;
677031;83;45;
682037;82;45;
687043;82;45;
692049;82;45;
697055;82;45;
702062;81;45;
707070;81;45;
712076;80;45;
717082;80;45;
722088;80;45;
727094;80;45;
732100;79;45;
737107;79;46;
742113;79;46;
747119;2147483647;2147483647;
752126;78;46;
757132;78;46;
762138;78;46;
767144;78;46;
772150;77;46;
777156;77;46;
782162;77;46;
787168;77;46;
792174;76;46;
797180;77;46;
802186;78;46;
807192;78;46;
812199;78;46;
817205;78;47;
822212;76;47;
827218;75;47;
832227;75;47;
837233;75;47;
842241;75;47;
847248;75;47;
852254;74;47;
857261;2147483647;2147483647;
862268;74;47;
867275;76;47;
872281;72;47;
877287;73;47;
882293;73;47;
887299;73;48;
892305;73;48;
897312;2147483647;2147483647;
902320;72;48;
907326;72;48;
912333;72;48;
917341;72;48;
922347;72;48;
927354;70;48;
932360;71;48;
937366;71;48;
942372;69;48;
947379;71;48;
952385;71;48;
957391;70;48;
962397;70;48;
967403;70;48;
972409;70;48;
977416;70;48;
982422;70;48;
987430;70;48;
992437;2147483647;2147483647;
997444;69;48;
1002450;69;48;
1007456;69;48;
1012462;69;48;
1017468;69;48;
1022474;69;48;
1027481;69;48;
1032487;69;49;
1037493;69;49;
1042499;69;49;
1047506;68;49;
